iteration,style_loss,content_loss,total_loss,inference_time,ssim,psnr,lpips,FLOPs
1,0.0,0.2818254232406616,0.2818254232406616,3138.0,-0.0038627344,11.520797826838145,0.9390588402748108,8030986240.0
2,0.0,0.2303066253662109,0.2303066253662109,2982.0,-0.0006195861,12.39753521925306,0.9749430418014526,8030986240.0
3,0.0,0.2642429172992706,0.2642429172992706,2966.0,0.07405389,11.800566085002178,0.8428953886032104,8030986240.0
4,0.0,0.2835945785045624,0.2835945785045624,3109.0,-0.0035311345,11.493619994867458,0.9745635390281676,8030986240.0
5,0.0,0.3223598301410675,0.3223598301410675,3075.0,0.046394214,10.93719047378572,0.9753483533859252,8030986240.0
6,0.0,0.4261391460895538,0.4261391460895538,3057.0,-0.0407453,9.725085506923838,1.0094131231307983,8030986240.0
7,0.0,0.2666557133197784,0.2666557133197784,3145.0,0.025949076,11.761091033771528,0.9985686540603638,8030986240.0
8,0.0,0.2173419594764709,0.2173419594764709,3003.0,0.01662385,12.649164584417306,0.9326746463775636,8030986240.0
9,0.0,0.3522047102451324,0.3522047102451324,3089.0,-0.003656257,10.55264804718104,0.9648968577384948,8030986240.0
10,0.0,0.2981695234775543,0.2981695234775543,3128.0,0.0008995581,11.275967390194864,0.9424556493759156,8030986240.0
11,0.0,0.2922676503658294,0.2922676503658294,3092.0,0.005908155,11.362792502766352,0.9674521684646606,8030986240.0
12,0.0,0.249769702553749,0.249769702553749,2897.0,0.0017152657,12.04520245784848,0.9483909010887146,8030986240.0
13,0.0,0.2975838482379913,0.2975838482379913,2930.0,0.00025590663,11.284506351395136,0.9821926355361938,8030986240.0
14,0.0,0.3413914144039154,0.3413914144039154,3149.0,0.0016037644,10.68807442147877,0.9241656064987184,8030986240.0
15,0.0,0.344591349363327,0.344591349363327,3017.0,0.0031175031,10.647556416995084,0.9552571773529052,8030986240.0
16,0.0,0.3927582204341888,0.3927582204341888,2967.0,-0.0005488711,10.07934737159814,0.9767866134643556,8030986240.0
17,0.0,0.2875992655754089,0.2875992655754089,3119.0,0.0074927984,11.432722299215024,0.991704523563385,8030986240.0
18,0.0,0.2710801362991333,0.2710801362991333,3049.0,0.004277359,11.689623344863609,0.9469785094261168,8030986240.0
19,0.0,0.2960096001625061,0.2960096001625061,3040.0,0.032240584,11.307541714710537,0.9816832542419434,8030986240.0
20,0.0,0.2655989527702331,0.2655989527702331,3101.0,0.004265487,11.77833633708204,1.008230447769165,8030986240.0
21,0.0,0.2448542118072509,0.2448542118072509,2914.0,0.07245762,12.13152437119047,1.037519931793213,8030986240.0
22,0.0,0.3071170747280121,0.3071170747280121,2906.0,0.010474724,11.1475597895801,1.0778923034667969,8030986240.0
23,0.0,0.3424746990203857,0.3424746990203857,2923.0,0.040154,10.674314960606072,0.99531352519989,8030986240.0
24,0.0,0.2403531521558761,0.2403531521558761,3035.0,0.040305745,12.212101301748095,0.9792559146881104,8030986240.0
25,0.0,0.3358769714832306,0.3358769714832306,2976.0,-0.0011486374,10.758797187930163,0.9713206887245178,8030986240.0
26,0.0,0.2347439527511596,0.2347439527511596,3127.0,-0.043707386,12.3146551711812,0.9637574553489684,8030986240.0
27,0.0,0.2166764885187149,0.2166764885187149,3014.0,0.028209735,12.662482123772122,0.9298545718193054,8030986240.0
28,0.0,0.3006624281406402,0.3006624281406402,3062.0,-0.0027838182,11.239808731766384,0.9330689907073976,8030986240.0
29,0.0,0.2219442278146743,0.2219442278146743,2891.0,0.01579638,12.55816064730695,0.8866250514984131,8030986240.0
30,0.0,0.265478104352951,0.265478104352951,3079.0,0.016425049,11.78031270109712,0.9480371475219728,8030986240.0
31,0.0,0.2848468422889709,0.2848468422889709,2891.0,-0.002670567,11.47448583768165,0.9703022837638856,8030986240.0
32,0.0,0.3196260333061218,0.3196260333061218,3006.0,-0.02164915,10.97417831789447,0.9548397660255432,8030986240.0
33,0.0,0.3014439046382904,0.3014439046382904,2880.0,0.029377807,11.22853463801954,0.9502233862876892,8030986240.0
34,0.0,0.2588293850421905,0.2588293850421905,3075.0,-0.0038694963,11.89046437477321,0.9297200441360474,8030986240.0
35,0.0,0.2500377297401428,0.2500377297401428,2976.0,0.09040697,12.040544762173145,0.9503808617591858,8030986240.0
36,0.0,0.2742014229297638,0.2742014229297638,3078.0,0.006888057,11.63990276760106,0.9453188180923462,8030986240.0
37,0.0,0.2314181327819824,0.2314181327819824,3004.0,0.13440935,12.376626260229695,0.9377626180648804,8030986240.0
38,0.0,0.1852398365736007,0.1852398365736007,2990.0,0.14635769,13.343256127217876,0.9511685371398926,8030986240.0
39,0.0,0.3173424899578094,0.3173424899578094,3099.0,-0.052931845,11.005317887249742,0.9786473512649536,8030986240.0
40,0.0,0.3338916301727295,0.3338916301727295,2878.0,-0.03827236,10.784544518879772,0.971415102481842,8030986240.0
41,0.0,0.3163119852542877,0.3163119852542877,3049.0,-0.04532493,11.01944341455174,0.9236872792243958,8030986240.0
42,0.0,0.3550740778446197,0.3550740778446197,2979.0,-0.00508699,10.5174103347267,0.9333214163780212,8030986240.0
43,0.0,0.2689854800701141,0.2689854800701141,2946.0,0.013769478,11.723310821117249,0.9480087161064148,8030986240.0
44,0.0,0.3176412880420685,0.3176412880420685,2975.0,0.00096438156,11.001230345120751,0.9740890264511108,8030986240.0
45,0.0,0.2975614964962005,0.2975614964962005,3086.0,0.0004944517,11.284832889531389,0.95421701669693,8030986240.0
46,0.0,0.3907854855060577,0.3907854855060577,2911.0,0.008779954,10.101215628259778,0.9363901615142822,8030986240.0
47,0.0,0.2881225645542145,0.2881225645542145,3098.0,0.0027119135,11.424827822048789,0.9616865515708924,8030986240.0
48,0.0,0.3567558526992798,0.3567558526992798,2969.0,0.030898105,10.496889078138611,0.9690426588058472,8030986240.0
49,0.0,0.2949329912662506,0.2949329912662506,3045.0,0.041553304,11.323366679663591,1.0119255781173706,8030986240.0
50,0.0,0.3417534828186035,0.3417534828186035,3002.0,0.03194366,10.683470047845864,0.9858348369598388,8030986240.0
51,0.0,0.2213127464056015,0.2213127464056015,2945.0,0.12725857,12.570535260961009,0.957348108291626,8030986240.0
52,0.0,0.2682971358299255,0.2682971358299255,3127.0,0.0030613136,11.734439696330494,0.9895058870315552,8030986240.0
53,0.0,0.2816329896450043,0.2816329896450043,3099.0,0.07643063,11.52376513197511,0.9666115045547484,8030986240.0
54,0.0,0.3213148415088653,0.3213148415088653,3056.0,0.03682718,10.951292013947098,0.988321840763092,8030986240.0
55,0.0,0.2868724763393402,0.2868724763393402,2909.0,0.0023724725,11.443711487858993,0.9692726731300354,8030986240.0
56,0.0,0.2149007320404052,0.2149007320404052,3017.0,0.12782621,12.698220743480247,0.955133855342865,8030986240.0
57,0.0,0.267161875963211,0.267161875963211,3013.0,0.053150408,11.752855116580005,0.9684700965881348,8030986240.0
58,0.0,0.2830900251865387,0.2830900251865387,2926.0,0.013473499,11.501354363526088,0.9613773226737976,8030986240.0
59,0.0,0.287586361169815,0.287586361169815,3107.0,-0.03652996,11.432917004011191,0.9967160820961,8030986240.0
60,0.0,0.2408625483512878,0.2408625483512878,2905.0,0.052105196,12.202906969946936,0.9441255331039428,8030986240.0
61,0.0,0.3336785137653351,0.3336785137653351,2890.0,0.038710877,10.787316939189504,0.9644428491592408,8030986240.0
62,0.0,0.2634996771812439,0.2634996771812439,2910.0,0.085928045,11.812799023101451,0.9639426469802856,8030986240.0
63,0.0,0.2643488645553589,0.2643488645553589,3013.0,0.0463921,11.798825521323735,0.9868117570877076,8030986240.0
64,0.0,0.2497536092996597,0.2497536092996597,3107.0,0.025064107,12.045481869081511,0.9654504656791688,8030986240.0
65,0.0,0.2536454796791076,0.2536454796791076,2982.0,0.09010389,11.97832899830515,0.9963576793670654,8030986240.0
66,0.0,0.2414174675941467,0.2414174675941467,2957.0,0.043034043,12.1929131753079,0.9677350521087646,8030986240.0
67,0.0,0.3378554284572601,0.3378554284572601,3131.0,-0.009338787,10.733290995666836,0.962963879108429,8030986240.0
68,0.0,0.2727042436599731,0.2727042436599731,2946.0,0.05153674,11.66368071637293,0.9609704613685608,8030986240.0
69,0.0,0.2602002620697021,0.2602002620697021,2891.0,0.0320862,11.867522286547915,0.944166660308838,8030986240.0
70,0.0,0.2450709789991378,0.2450709789991378,2947.0,0.051453654,12.12768119457298,0.925743818283081,8030986240.0
71,0.0,0.2808189392089844,0.2808189392089844,3149.0,0.020235533,11.536335735558998,0.9697372913360596,8030986240.0
72,0.0,0.2014597207307815,0.2014597207307815,2926.0,0.08049911,12.978717312775531,0.9574353694915771,8030986240.0
73,0.0,0.1983810663223266,0.1983810663223266,2899.0,0.05306586,13.04559774116948,0.9403498768806458,8030986240.0
74,0.0,0.3620064556598663,0.3620064556598663,2964.0,-0.029659497,10.433436680771752,0.9842771291732788,8030986240.0
75,0.0,0.3013626635074615,0.3013626635074615,2939.0,-0.043479852,11.22970559019872,0.916188657283783,8030986240.0
76,0.0,0.2355750948190689,0.2355750948190689,3084.0,0.039129812,12.299305873203387,0.9495953321456908,8030986240.0
77,0.0,0.2800894379615783,0.2800894379615783,3053.0,-0.050587095,11.54763257292086,0.9374866485595704,8030986240.0
78,0.0,0.3049652278423309,0.3049652278423309,3140.0,-0.008465011,11.178096434292966,0.9855690002441406,8030986240.0
79,0.0,0.2638225257396698,0.2638225257396698,3085.0,0.03227052,11.80748130830304,0.9649351239204408,8030986240.0
80,0.0,0.2430589199066162,0.2430589199066162,2909.0,0.078242704,12.163484236900404,0.9435017704963684,8030986240.0
81,0.0,0.2753157913684845,0.2753157913684845,3105.0,-0.04376442,11.622288944069208,0.9257391691207886,8030986240.0
82,0.0,0.2362798899412155,0.2362798899412155,3146.0,0.1011658,12.286332317767467,0.9322680234909058,8030986240.0
83,0.0,0.2263424843549728,0.2263424843549728,2896.0,0.063264936,12.472939678715312,0.9668479561805724,8030986240.0
84,0.0,0.2010001987218856,0.2010001987218856,2900.0,0.12622963,12.988634996311772,0.9736830592155457,8030986240.0
85,0.0,0.229455217719078,0.229455217719078,2875.0,0.08073556,12.413620808139845,0.9610896110534668,8030986240.0
86,0.0,0.2322372943162918,0.2322372943162918,2981.0,0.07781976,12.361279985707462,0.9763647317886353,8030986240.0
87,0.0,0.2614320814609527,0.2614320814609527,2882.0,0.08147703,11.847011540266434,0.9742977023124696,8030986240.0
88,0.0,0.2753588557243347,0.2753588557243347,2960.0,0.07301531,11.621609717037815,0.9797364473342896,8030986240.0
89,0.0,0.2565912306308746,0.2565912306308746,2881.0,-0.022377476,11.928182206447278,0.9660322666168212,8030986240.0
90,0.0,0.245579794049263,0.245579794049263,2949.0,0.036915205,12.118673531011584,0.972693920135498,8030986240.0
91,0.0,0.2949065864086151,0.2949065864086151,3018.0,-0.15271656,11.323755336475712,0.9625140428543092,8030986240.0
92,0.0,0.271793395280838,0.271793395280838,3105.0,0.091490895,11.678211054261183,0.9540858268737792,8030986240.0
93,0.0,0.2494618743658065,0.2494618743658065,3156.0,0.028732842,12.050558732060956,0.9326221942901612,8030986240.0
94,0.0,0.2655059695243835,0.2655059695243835,3145.0,0.020362405,11.77985692427667,0.9390943646430968,8030986240.0
95,0.0,0.2520143985748291,0.2520143985748291,2912.0,0.06874917,12.006346140260549,0.9617639780044556,8030986240.0
96,0.0,0.2351324707269668,0.2351324707269668,3003.0,0.043604665,12.307473398632888,0.9461067914962769,8030986240.0
97,0.0,0.2534304857254028,0.2534304857254028,2936.0,0.041023865,11.982011419719727,0.9368006587028505,8030986240.0
98,0.0,0.2919338047504425,0.2919338047504425,3056.0,0.107183695,11.367756057848917,0.9526188373565674,8030986240.0
99,0.0,0.2156680077314376,0.2156680077314376,3117.0,0.14770824,12.682742739758408,0.8841651082038879,8030986240.0
100,0.0,0.2811098396778106,0.2811098396778106,3019.0,0.2511168,11.531839070915142,0.8968248963356018,8030986240.0
101,0.0,0.2850911319255829,0.2850911319255829,3021.0,0.11144408,11.470763474083103,0.887446403503418,8030986240.0
102,0.0,0.2522845268249511,0.2522845268249511,3089.0,0.15189013,12.001693704730387,0.904005527496338,8030986240.0
103,0.0,0.2466907501220703,0.2466907501220703,2910.0,0.037918564,12.099070774764748,0.9404382705688475,8030986240.0
104,0.0,0.2789083421230316,0.2789083421230316,2999.0,0.025982507,11.5659846988574,0.9293734431266784,8030986240.0
105,0.0,0.2851192355155945,0.2851192355155945,3029.0,0.032319397,11.470334420136098,0.9682352542877196,8030986240.0
106,0.0,0.1946155279874801,0.1946155279874801,2904.0,0.15962088,13.12882531812823,0.9026727676391602,8030986240.0
107,0.0,0.2749175727367401,0.2749175727367401,2975.0,0.08211908,11.628574698824249,0.9836824536323548,8030986240.0
108,0.0,0.2836272418498993,0.2836272418498993,3158.0,0.080097966,11.49312046407652,0.9745094776153564,8030986240.0
109,0.0,0.2485744506120681,0.2485744506120681,3117.0,0.16274783,12.06603507341766,0.9680644273757936,8030986240.0
110,0.0,0.2145098745822906,0.2145098745822906,3068.0,0.19107035,12.706126776493738,0.9566663503646852,8030986240.0
111,0.0,0.2204156666994094,0.2204156666994094,3075.0,0.14645681,12.588174818503855,0.930976152420044,8030986240.0
112,0.0,0.2590595483779907,0.2590595483779907,3120.0,0.129953,11.886603965297995,0.9637259840965272,8030986240.0
113,0.0,0.3812322914600372,0.3812322914600372,3094.0,-0.025887411,10.208703378438248,0.9273491501808168,8030986240.0
114,0.0,0.3097434341907501,0.3097434341907501,2966.0,0.044082448,11.110578680270836,0.9646318554878236,8030986240.0
115,0.0,0.2489912062883377,0.2489912062883377,3156.0,0.027181624,12.058759593473557,0.9627925753593444,8030986240.0
116,0.0,0.189706489443779,0.189706489443779,2968.0,0.096321955,13.239777768257454,0.9212366938591005,8030986240.0
117,0.0,0.306249737739563,0.306249737739563,3159.0,-0.10226914,11.15984249952933,0.9355186223983764,8030986240.0
118,0.0,0.2527075111865997,0.2527075111865997,2974.0,-0.065099284,11.994418616974098,0.9452977180480956,8030986240.0
119,0.0,0.3301913142204284,0.3301913142204284,3067.0,-0.009222172,10.83294378244021,0.9921743273735046,8030986240.0
120,0.0,0.281546026468277,0.281546026468277,3133.0,-0.023912087,11.525106117976842,0.9824665784835817,8030986240.0
121,0.0,0.2591865658760071,0.2591865658760071,3158.0,-0.03732237,11.884474935453856,0.9825260639190674,8030986240.0
122,0.0,0.2850376963615417,0.2850376963615417,3077.0,0.008656666,11.47157710366784,0.9559216499328612,8030986240.0
123,0.0,0.288710206747055,0.288710206747055,3094.0,-5.716877e-05,11.415978502950203,0.9678395986557008,8030986240.0
124,0.0,0.2768162488937378,0.2768162488937378,2923.0,0.034656666,11.598684244790846,0.9934726357460022,8030986240.0
125,0.0,0.2795871198177337,0.2795871198177337,2864.0,0.02439257,11.555427951051252,0.9774838089942932,8030986240.0
126,0.0,0.3545319139957428,0.3545319139957428,2957.0,0.0020237998,10.524046698340108,0.9983928799629213,8030986240.0
127,0.0,0.3330170512199402,0.3330170512199402,3062.0,0.05960469,10.795935614135924,0.9685513973236084,8030986240.0
128,0.0,0.2632572054862976,0.2632572054862976,2859.0,0.10143185,11.816797247193213,0.9702793955802916,8030986240.0
129,0.0,0.2107836753129959,0.2107836753129959,3068.0,0.09646076,12.782230167784146,0.9629309177398682,8030986240.0
130,0.0,0.2067965418100357,0.2067965418100357,2946.0,0.05877373,12.865167290411115,0.9518442153930664,8030986240.0
131,0.0,0.2535581290721893,0.2535581290721893,3027.0,0.138505,11.979825051252856,0.95809143781662,8030986240.0
132,0.0,0.2223992198705673,0.2223992198705673,3086.0,0.11193211,12.549267098179842,0.9210487604141236,8030986240.0
133,0.0,0.2105504423379898,0.2105504423379898,2897.0,0.14107984,12.787038513424108,0.9406266808509828,8030986240.0
134,0.0,0.2847836017608642,0.2847836017608642,3138.0,0.080484614,11.475449848796304,0.9590562582015992,8030986240.0
135,0.0,0.2404998987913131,0.2404998987913131,3018.0,0.064767584,12.209451132198616,0.9393093585968018,8030986240.0
136,0.0,0.1847053170204162,0.1847053170204162,2971.0,0.17782193,13.355805566828652,0.9327908754348756,8030986240.0
137,0.0,0.245783731341362,0.245783731341362,3052.0,0.029241052,12.115068384510954,0.9723604917526244,8030986240.0
138,0.0,0.2393820434808731,0.2393820434808731,3070.0,0.027880229,12.229684079630674,0.9295399785041808,8030986240.0
139,0.0,0.2377273589372635,0.2377273589372635,2881.0,0.03123727,12.259808585648477,0.92997008562088,8030986240.0
140,0.0,0.2472962886095047,0.2472962886095047,2967.0,0.008725125,12.088423987373304,0.947352945804596,8030986240.0
141,0.0,0.2522381246089935,0.2522381246089935,2939.0,0.06711273,12.002492663408471,0.9797477722167968,8030986240.0
142,0.0,0.2732857465744018,0.2732857465744018,3057.0,0.049224243,11.654430230093894,0.968802571296692,8030986240.0
143,0.0,0.2745831310749054,0.2745831310749054,2993.0,0.12618674,11.633861722608312,0.9577372670173644,8030986240.0
144,0.0,0.2491775006055832,0.2491775006055832,2905.0,0.03998319,12.05551176337664,0.957392692565918,8030986240.0
145,0.0,0.243359163403511,0.243359163403511,2999.0,0.08673924,12.158122511439196,0.9644911289215088,8030986240.0
146,0.0,0.2226357460021972,0.2226357460021972,3133.0,0.09775244,12.54465106349338,0.92023366689682,8030986240.0
147,0.0,0.1831163614988327,0.1831163614988327,3129.0,0.07770897,13.39332860440624,0.9241101145744324,8030986240.0
148,0.0,0.2239638417959213,0.2239638417959213,2877.0,0.005887579,12.518821085101692,0.897102952003479,8030986240.0
149,0.0,0.2453183382749557,0.2453183382749557,2969.0,0.07403734,12.123299859922945,0.919872224330902,8030986240.0
150,0.0,0.2430209070444107,0.2430209070444107,3159.0,0.0514303,12.164163108987108,0.9267581701278688,8030986240.0
151,0.0,0.2807901799678802,0.2807901799678802,2939.0,0.078704126,11.536780881406594,0.9141961932182312,8030986240.0
152,0.0,0.2423349469900131,0.2423349469900131,2991.0,0.14906454,12.17643944905466,0.9547255039215088,8030986240.0
153,0.0,0.2616221606731415,0.2616221606731415,2892.0,0.1171796,11.843854529568675,0.967271089553833,8030986240.0
154,0.0,0.2512112259864807,0.2512112259864807,2975.0,0.06313907,12.020208928994736,0.9214471578598022,8030986240.0
155,0.0,0.2357077598571777,0.2357077598571777,2963.0,0.051506158,12.296860837051952,0.9589965343475342,8030986240.0
156,0.0,0.1948655396699905,0.1948655396699905,3108.0,0.05846241,13.123249269131724,0.9422628283500672,8030986240.0
157,0.0,0.2382390052080154,0.2382390052080154,3148.0,0.08980574,12.250471305286686,0.9477408528327942,8030986240.0
158,0.0,0.2844181358814239,0.2844181358814239,3079.0,0.06663134,11.48102735452114,0.9563210010528564,8030986240.0
159,0.0,0.1812381893396377,0.1812381893396377,2879.0,0.053910047,13.438102670257509,0.9110552072525024,8030986240.0
160,0.0,0.2490703612565994,0.2490703612565994,3096.0,0.017221449,12.057379584488972,0.9295051097869872,8030986240.0
161,0.0,0.2704424560070038,0.2704424560070038,2899.0,0.037249245,11.699851503425398,0.9527360796928406,8030986240.0
162,0.0,0.2150343209505081,0.2150343209505081,3005.0,0.08475982,12.695521734733347,0.934993326663971,8030986240.0
163,0.0,0.1955150216817855,0.1955150216817855,3009.0,0.062272605,13.108798686492664,0.9152650833129884,8030986240.0
164,0.0,0.2184415310621261,0.2184415310621261,2984.0,0.10022233,12.627248100533269,0.920789122581482,8030986240.0
165,0.0,0.2602565586566925,0.2602565586566925,3041.0,0.075798176,11.86658295064942,0.9174455404281616,8030986240.0
166,0.0,0.2303470224142074,0.2303470224142074,3101.0,0.04975936,12.396774173205904,0.935176432132721,8030986240.0
167,0.0,0.2486647963523864,0.2486647963523864,3032.0,0.06192235,12.06445644487877,0.9637577533721924,8030986240.0
168,0.0,0.2472549676895141,0.2472549676895141,3089.0,0.08704156,12.089149892288908,0.9460338354110718,8030986240.0
169,0.0,0.2746995389461517,0.2746995389461517,3114.0,0.05117036,11.632020502390574,0.969515860080719,8030986240.0
170,0.0,0.1951889544725418,0.1951889544725418,2945.0,0.14832968,13.11604714619774,0.9293135404586792,8030986240.0
171,0.0,0.2601669728755951,0.2601669728755951,2880.0,0.13702315,11.868078470980342,0.910171627998352,8030986240.0
172,0.0,0.259944349527359,0.259944349527359,2941.0,0.121808276,11.871796261210893,0.9148008823394777,8030986240.0
173,0.0,0.2699328660964966,0.2699328660964966,2938.0,0.059574626,11.708042171156524,0.9326267838478088,8030986240.0
174,0.0,0.2154347151517868,0.2154347151517868,3084.0,0.07383308,12.687443305603352,0.9513208866119384,8030986240.0
175,0.0,0.177713468670845,0.177713468670845,3009.0,0.064156435,13.523396394790954,0.9073185920715332,8030986240.0
176,0.0,0.2008255869150161,0.2008255869150161,2885.0,0.0250281,12.992409530637351,0.939422369003296,8030986240.0
177,0.0,0.2315043210983276,0.2315043210983276,3156.0,0.13766138,12.37500876874146,0.9377386569976808,8030986240.0
178,0.0,0.2461890131235122,0.2461890131235122,2911.0,0.08437262,12.10791357830036,0.962387204170227,8030986240.0
179,0.0,0.2340040206909179,0.2340040206909179,2999.0,0.07053068,12.32836675342413,0.942261278629303,8030986240.0
180,0.0,0.3131454288959503,0.3131454288959503,2938.0,0.084697366,11.063139041413136,0.9521397352218628,8030986240.0
181,0.0,0.2557127177715301,0.2557127177715301,3128.0,0.18126133,11.943076313541363,0.938676118850708,8030986240.0
182,0.0,0.2901026904582977,0.2901026904582977,2995.0,0.061572775,11.395082124539377,0.927890419960022,8030986240.0
183,0.0,0.2661934792995453,0.2661934792995453,3116.0,0.08498432,11.76862600258772,0.9096170663833618,8030986240.0
